NomeEstacao;CodEstacao;Bacia;SubBacia;Operadora;Responsavel;Municipio-UF;Latitude;Longitude;Altitude;CodRio;NomeRio;Origem;StatusEstacao
UHE BOA ESPERANÇA (CASTELO BRANCO) BARRAMENTO;34218080;3;34;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;GUADALUPE-PI;-6,7494;-43,5669;90;34001000;RIO PARNAÍBA;Setor Elétrico;Ativo
UHE BOA ESPERANÇA (CASTELO BRANCO) RESERVATÓRIO;34219060;3;34;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;GUADALUPE-PI;-6,7567;-43,5858;0;34001000;RIO PARNAÍBA;Setor Elétrico;Ativo
UHE BOA ESPERANÇA (CASTELO BRANCO) JUSANTE;34219080;3;34;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;GUADALUPE-PI;-6,7722;-43,5469;0;34001000;RIO PARNAÍBA;Setor Elétrico;Ativo
GUADALUPE;34219100;5;58;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;PETRÓPOLIS-RJ;-22,4775;-43,2569;0;58720500;CÓRREGO DA CIDADE;RHN;Ativo
REDENÇÃO DO GURGUÉIA;34233000;3;34;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;REDENÇÃO DO GURGUEIA-PI;-9,5397;-44,6014;270;34300000;RIO GURGUÉIA;RHN;Ativo
AÇUDE ALGODÕES II;34242500;3;34;00283 - SEMARH-PI - SEMARH-PI;00001 - ANA - Agência Nacional de Águas;CURIMATÁ-PI;-10,1992;-44,2253;392;34326000;RIO CURIMATÁ;Açudes Semiárido;Ativo
CRISTINO CASTRO II;34251000;3;34;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;CRISTINO CASTRO-PI;-8,7925;-44,2058;220;34300000;RIO GURGUÉIA;RHN;Ativo
BARRA DO LANCE;34270000;3;34;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;JERUMENHA-PI;-7,2475;-43,6433;150;34300000;RIO GURGUÉIA;RHN;Ativo
BARÃO DE GRAJAÚ;34311000;3;34;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;BARÃO DE GRAJAÚ-MA;-6,7614;-43,0278;134;34001000;RIO PARNAÍBA;RHN;Ativo
AÇUDE CAJAZEIRAS;34320000;3;34;00283 - SEMARH-PI - SEMARH-PI;00001 - ANA - Agência Nacional de Águas;PIO IX-PI;-6,8908;-40,6314;0;34538200;RIO CONDADO;Açudes Semiárido;Ativo
